"","collection_no","collection_name","accepted_name","identified_rank","family","genus","formation","member","cells.1","Camp_out_0.5","DEM_0.5","LANDCVI_selected_0.5","MGVF_0.5","SLOPE_0.5","WC_Prec_0.5","WC_Temp_0.5","cells.2","CampPrecip_0.5","CampTemp_0.5","colls_per_cell"
"2288",14433,"Barwin Quarry (AMNH)","Mesodma","genus","Neoplagiaulacidae","Mesodma","Mesaverde","",9890,0.100000001490116,1942.80529785156,9396.6494140625,28.9999980926514,0.214017882943153,23.7563533782959,5.8328914642334,53508,1.69832364917966e-05,283.830596923828,1
"2289",14433,"Barwin Quarry (AMNH)","Mesodma primaeva","species","Neoplagiaulacidae","Mesodma","Mesaverde","",9890,0.100000001490116,1942.80529785156,9396.6494140625,28.9999980926514,0.214017882943153,23.7563533782959,5.8328914642334,53508,1.69832364917966e-05,283.830596923828,1
"2290",14458,"Fales Rocks 1","Lisserpeton bairdi","species","Scapherpetontidae","Lisserpeton","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2291",14458,"Fales Rocks 1","Testudines","order","","","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2292",14458,"Fales Rocks 1","Aspideretoides foveatus","species","Plastomenidae","Aspideretoides","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2293",14458,"Fales Rocks 1","Turgidodon russelli","species","Alphadontidae","Turgidodon","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2294",14458,"Fales Rocks 1","Chelydridae","unranked clade","Chelydridae","NO_GENUS_SPECIFIED","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2295",14458,"Fales Rocks 1","Paronychodon","species","NO_FAMILY_SPECIFIED","Paronychodon","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2296",14458,"Fales Rocks 1","Leptochamops thrinax","species","Chamopsiidae","Leptochamops","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2297",14458,"Fales Rocks 1","Saurornitholestes","genus","Dromaeosauridae","Saurornitholestes","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2298",14458,"Fales Rocks 1","Marsupialia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2299",14458,"Fales Rocks 1","Scapherpeton tectum","species","Scapherpetontidae","Scapherpeton","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2300",14458,"Fales Rocks 1","Anura","order","","","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2301",14458,"Fales Rocks 1","Basilemys","genus","Nanhsiungchelyidae","Basilemys","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2302",14458,"Fales Rocks 1","Boremys","genus","Baenidae","Boremys","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2303",14458,"Fales Rocks 1","Protalphadon lulli","species","NO_FAMILY_SPECIFIED","Protalphadon","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2304",14458,"Fales Rocks 1","Eopelobates","genus","Pelobatidae","Eopelobates","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2305",14458,"Fales Rocks 1","Mesodma primaeva","species","Neoplagiaulacidae","Mesodma","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2306",14458,"Fales Rocks 1","Lophochelys","genus","Toxochelyidae","Lophochelys","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2307",14458,"Fales Rocks 1","Scotiophryne pustulosa","species","NO_FAMILY_SPECIFIED","Scotiophryne","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2308",14458,"Fales Rocks 1","Anura","species","","","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2309",14458,"Fales Rocks 1","Champsosaurus natator","species","NO_FAMILY_SPECIFIED","Champsosaurus","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2310",14458,"Fales Rocks 1","Cimolodon","genus","Cimolodontidae","Cimolodon","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2311",14458,"Fales Rocks 1","Habrosaurus dilatus","species","Sirenidae","Habrosaurus","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2312",14458,"Fales Rocks 1","Prodesmodon copei","species","Batrachosauroididae","Prodesmodon","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2313",14458,"Fales Rocks 1","Alligatorinae","subfamily","Alligatoridae","","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2314",14458,"Fales Rocks 1","Mammalia","class","","","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2315",14458,"Fales Rocks 1","Theria","subclass","","","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2316",14458,"Fales Rocks 1","Daspletosaurus","genus","Tyrannosauridae","Daspletosaurus","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2317",14458,"Fales Rocks 1","Gypsonictops lewisi","species","Gypsonictopidae","Gypsonictops","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2318",14458,"Fales Rocks 1","Lambeosaurinae","subfamily","Hadrosauridae","","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2319",14458,"Fales Rocks 1","Mesodma","genus","Neoplagiaulacidae","Mesodma","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2320",14458,"Fales Rocks 1","Ceratopsidae","family","Ceratopsidae","","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2321",14458,"Fales Rocks 1","Brachychampsa montana","species","Alligatoridae","Brachychampsa","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2322",14458,"Fales Rocks 1","Hadrosaurinae","subfamily","Hadrosauridae","","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2323",14458,"Fales Rocks 1","Ankylosauridae","family","Ankylosauridae","","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2324",14458,"Fales Rocks 1","Alphadon halleyi","species","Alphadontidae","Alphadon","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2325",14458,"Fales Rocks 1","Cimolomys clarki","species","Cimolomyidae","Cimolomys","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2326",14458,"Fales Rocks 1","Tyrannosauridae","family","Tyrannosauridae","","Mesaverde","",10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,1
"2327",179274,"Cape Sebastian","Hadrosauridae","family","Hadrosauridae","","Cape Sebastian Sandstone","",10188,0.0199999995529652,746.409851074219,28.2207355499268,100,NA,169.159484863281,11.4809703826904,52031,3.62922764907125e-05,276.875366210938,1
"2328",45866,"Long Canyon, AMNH Loc. 9899","Hadrosauridae","family","Hadrosauridae","","Almond","",10384,0.850000023841858,1978.54553222656,9305.15234375,20.0000038146973,0.120400458574295,17.0152893066406,4.84167766571045,54942,2.0630215658457e-05,285.638122558594,7
"2329",45862,"Rock Springs South, AMNH Loc. 11597","Chasmosaurinae","subfamily","Ceratopsidae","","Almond","",10384,0.850000023841858,1978.54553222656,9305.15234375,20.0000038146973,0.120400458574295,17.0152893066406,4.84167766571045,54942,2.0630215658457e-05,285.638122558594,7
"2330",45861,"Rock Springs, AMNH Loc. 11598","Chasmosaurinae","subfamily","Ceratopsidae","","Almond","",10384,0.850000023841858,1978.54553222656,9305.15234375,20.0000038146973,0.120400458574295,17.0152893066406,4.84167766571045,54942,2.0630215658457e-05,285.638122558594,7
"2331",45869,"AMNH field no. 10","Theropoda","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Almond","",10384,0.850000023841858,1978.54553222656,9305.15234375,20.0000038146973,0.120400458574295,17.0152893066406,4.84167766571045,54942,2.0630215658457e-05,285.638122558594,7
"2332",45867,"AMNH field no. 1","Dinosauria","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Almond","",10384,0.850000023841858,1978.54553222656,9305.15234375,20.0000038146973,0.120400458574295,17.0152893066406,4.84167766571045,54942,2.0630215658457e-05,285.638122558594,7
"2333",45868,"AMNH field no. 8","Ceratopsia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Almond","",10384,0.850000023841858,1978.54553222656,9305.15234375,20.0000038146973,0.120400458574295,17.0152893066406,4.84167766571045,54942,2.0630215658457e-05,285.638122558594,7
"2334",45860,"Cedar Canyon, AMNH Loc. 6753","Saurolophus","genus","Hadrosauridae","Saurolophus","Almond","",10384,0.850000023841858,1978.54553222656,9305.15234375,20.0000038146973,0.120400458574295,17.0152893066406,4.84167766571045,54222,2.00966751435772e-05,285.259857177734,7
"2335",61849,"Superior coal mine tracks","Hadrosauridae","family","Hadrosauridae","","Rock Springs","",10385,0.949999988079071,2106.30712890625,9495.9228515625,21.9999980926514,0.0148142017424107,17.0742416381836,4.93471717834473,54943,2.00273043446941e-05,285.399719238281,4
"2336",61848,"Point of Rocks","Hadrosauridae","family","Hadrosauridae","","Almond","",10385,0.949999988079071,2106.30712890625,9495.9228515625,21.9999980926514,0.0148142017424107,17.0742416381836,4.93471717834473,54943,2.00273043446941e-05,285.399719238281,4
"2337",45863,"Point of Rocks, AMNH Loc. 11155","Hadrosauridae","family","Hadrosauridae","","Almond","",10385,0.949999988079071,2106.30712890625,9495.9228515625,21.9999980926514,0.0148142017424107,17.0742416381836,4.93471717834473,54943,2.00273043446941e-05,285.399719238281,4
"2338",45865,"AMNH-Sinclair Expedition (AMNH 3658)","Ceratopsia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Almond","",10385,0.949999988079071,2106.30712890625,9495.9228515625,21.9999980926514,0.0148142017424107,17.0742416381836,4.93471717834473,54943,2.00273043446941e-05,285.399719238281,4
"2339",64640,"Red Mountain Mine (AMNH Loc. 6781)","Hadrosauridae","family","Hadrosauridae","","Mesaverde","Bowie Shale",10718,0.730000019073486,1981.25573730469,8934.6904296875,31.2499942779541,0.162514984607697,25.0032215118408,6.21968936920166,56383,2.09884346986655e-05,286.158569335938,1
"2340",167302,"J&M Site, south of Rangely","Neosuchia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Williams Fork","",10883,0.330000013113022,1831.91381835938,8404.4140625,44.5000038146973,0.114339843392372,25.4126148223877,7.2071967124939,57101,2.29048382607289e-05,287.018127441406,2
"2341",76715,"Rangely South (SDNHM)","Pentaceratops sternbergii","species","Ceratopsidae","Pentaceratops","Williams Fork","",10883,0.330000013113022,1831.91381835938,8404.4140625,44.5000038146973,0.114339843392372,25.4126148223877,7.2071967124939,56379,2.38975153479259e-05,287.094451904297,2
"2342",71436,"Castle Gate No. 1 mine tracksite","Hadrosauridae","species","Hadrosauridae","","Castlegate","",11045,0.479999989271164,2483.88891601562,6993.396484375,85.5,0.499389290809631,28.7525253295898,6.03097057342529,57096,2.77170238405233e-05,288.072692871094,6
"2343",52856,"Spring Canyon tracksite","Ankylosauria","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Blackhawk","",11045,0.479999989271164,2483.88891601562,6993.396484375,85.5,0.499389290809631,28.7525253295898,6.03097057342529,57096,2.77170238405233e-05,288.072692871094,6
"2344",188547,"Royal Coal Mine tracksite","Dinosauria","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Castlegate","",11045,0.479999989271164,2483.88891601562,6993.396484375,85.5,0.499389290809631,28.7525253295898,6.03097057342529,57097,2.64260579569964e-05,287.899627685547,6
"2345",52856,"Spring Canyon tracksite","Hadrosauridae","family","Hadrosauridae","","Blackhawk","",11045,0.479999989271164,2483.88891601562,6993.396484375,85.5,0.499389290809631,28.7525253295898,6.03097057342529,57096,2.77170238405233e-05,288.072692871094,6
"2346",86842,"Panther Mine tracksite","Deinodontidae","family","Deinodontidae","","Castlegate","",11045,0.479999989271164,2483.88891601562,6993.396484375,85.5,0.499389290809631,28.7525253295898,6.03097057342529,57096,2.77170238405233e-05,288.072692871094,6
"2347",52856,"Spring Canyon tracksite","Theropoda","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Blackhawk","",11045,0.479999989271164,2483.88891601562,6993.396484375,85.5,0.499389290809631,28.7525253295898,6.03097057342529,57096,2.77170238405233e-05,288.072692871094,6
"2348",71435,"Standard Coal Company mine tracksite","Dinosauria","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Castlegate","",11045,0.479999989271164,2483.88891601562,6993.396484375,85.5,0.499389290809631,28.7525253295898,6.03097057342529,57096,2.77170238405233e-05,288.072692871094,6
"2349",71436,"Castle Gate No. 1 mine tracksite","Dinosauria","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Castlegate","",11045,0.479999989271164,2483.88891601562,6993.396484375,85.5,0.499389290809631,28.7525253295898,6.03097057342529,57096,2.77170238405233e-05,288.072692871094,6
"2350",48548,"Castle Gate (USNM 4804)","Hadrosauridae","family","Hadrosauridae","","Castlegate","",11045,0.479999989271164,2483.88891601562,6993.396484375,85.5,0.499389290809631,28.7525253295898,6.03097057342529,57096,2.77170238405233e-05,288.072692871094,6
"2351",64641,"Western Star Coal Mine (AMNH Loc. 6782)","Dinosauria","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Mesaverde","Bowie Shale",11051,0,2728.37329101562,4523.1748046875,95.25,0.545637428760529,35.6192855834961,4.19741535186768,57823,2.17965716728941e-05,286.941009521484,2
"2352",45870,"Green Valley Coal Mine, AMNH Locs. 8534 & 8535","Lambeosaurinae","subfamily","Hadrosauridae","","Mesaverde","Bowie Shale",11051,0,2728.37329101562,4523.1748046875,95.25,0.545637428760529,35.6192855834961,4.19741535186768,57823,2.17965716728941e-05,286.941009521484,2
"2353",45870,"Green Valley Coal Mine, AMNH Locs. 8534 & 8535","Dinosauria","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Mesaverde","Bowie Shale",11051,0,2728.37329101562,4523.1748046875,95.25,0.545637428760529,35.6192855834961,4.19741535186768,57823,2.17965716728941e-05,286.941009521484,2
"2354",57171,"Pennsylvania RR core, Merchantville","Hadrosaurus foulkii","species","Hadrosauridae","Hadrosaurus","Woodbury","",11116,0.349999994039536,28.3322067260742,204.677490234375,82.4999923706055,NA,95.1439437866211,12.3102169036865,71570,7.44165590731427e-05,293.120147705078,1
"2355",161992,"Thompson Canyon (general)","Rhinorex condrupus","species","Hadrosauridae","Rhinorex","Neslen","",11213,0.280000001192093,2683.34716796875,8687.31640625,92.7499923706055,0.231312170624733,25.678596496582,9.15687847137451,58538,2.60726192209404e-05,288.517730712891,1
"2356",141916,"Book Cliffs, tyrannosaur locality","Tyrannosauridae","family","Tyrannosauridae","","Nelsen","",11214,0.550000011920929,1553.27014160156,8204.431640625,19.7500114440918,0.225931957364082,26.222110748291,9.63143730163574,57818,2.57800875260727e-05,288.104309082031,2
"2357",49619,"Book Cliffs hadrosaur (Nelsen Fm.)","Hadrosauridae","family","Hadrosauridae","","Nelsen","",11214,0.550000011920929,1553.27014160156,8204.431640625,19.7500114440918,0.225931957364082,26.222110748291,9.63143730163574,57818,2.57800875260727e-05,288.104309082031,2
"2358",45871,"Cedaredge, AMNH Loc. 6780","Ceratopsia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Mesaverde","Bowie Shale",11383,0.670000016689301,1755.46459960938,3499.40478515625,52,0.677087068557739,29.6787548065186,6.1703782081604,59262,2.31372505368199e-05,287.998229980469,1
"2359",167489,"UCM 83272, Blind Trail","Tyrannosauridae","family","Tyrannosauridae","","Masuk","Lower",11542,0.0799999982118607,1872.57775878906,8025.04833984375,30.4999942779541,0.555498719215393,21.3219718933105,8.69051742553711,58534,3.06696092593484e-05,289.234832763672,2
"2360",167498,"UCM 84154, Blind Trail","Saurischia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Masuk","Lower",11542,0.0799999982118607,1872.57775878906,8025.04833984375,30.4999942779541,0.555498719215393,21.3219718933105,8.69051742553711,58534,3.06696092593484e-05,289.234832763672,2
"2361",167498,"UCM 84154, Blind Trail","Ornithischia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Masuk","Lower",11542,0.0799999982118607,1872.57775878906,8025.04833984375,30.4999942779541,0.555498719215393,21.3219718933105,8.69051742553711,58534,3.06696092593484e-05,289.234832763672,2
"2362",167424,"UCM 84160","Saurischia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Masuk","Lower",11543,0.400000005960464,1479.98120117188,9105.025390625,7.49999904632568,0.194955796003342,15.6223726272583,11.4871311187744,59254,3.04653967759805e-05,289.642120361328,15
"2363",167499,"UCM 84143, Steele Butte","Crocodylia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Masuk","Middle",11543,0.400000005960464,1479.98120117188,9105.025390625,7.49999904632568,0.194955796003342,15.6223726272583,11.4871311187744,58534,3.06696092593484e-05,289.234832763672,15
"2364",167493,"UCM 84153, Steele Butte","Saurischia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Masuk","Middle",11543,0.400000005960464,1479.98120117188,9105.025390625,7.49999904632568,0.194955796003342,15.6223726272583,11.4871311187744,58534,3.06696092593484e-05,289.234832763672,15
"2365",167528,"UCM 84140, Stillwater Creek","Saurischia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Masuk","Lower",11543,0.400000005960464,1479.98120117188,9105.025390625,7.49999904632568,0.194955796003342,15.6223726272583,11.4871311187744,58534,3.06696092593484e-05,289.234832763672,15
"2366",167530,"UCM 83268, Steele Butte","Naomichelys","genus","Helochelydridae","Naomichelys","Masuk","Lower",11543,0.400000005960464,1479.98120117188,9105.025390625,7.49999904632568,0.194955796003342,15.6223726272583,11.4871311187744,58534,3.06696092593484e-05,289.234832763672,15
"2367",167530,"UCM 83268, Steele Butte","Adocus","genus","Adocidae","Adocus","Masuk","Lower",11543,0.400000005960464,1479.98120117188,9105.025390625,7.49999904632568,0.194955796003342,15.6223726272583,11.4871311187744,58534,3.06696092593484e-05,289.234832763672,15
"2368",167421,"UCM 84141, Steele Butte","Saurischia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Masuk","Middle",11543,0.400000005960464,1479.98120117188,9105.025390625,7.49999904632568,0.194955796003342,15.6223726272583,11.4871311187744,58534,3.06696092593484e-05,289.234832763672,15
"2369",167421,"UCM 84141, Steele Butte","Nodosauridae","family","Nodosauridae","","Masuk","Middle",11543,0.400000005960464,1479.98120117188,9105.025390625,7.49999904632568,0.194955796003342,15.6223726272583,11.4871311187744,58534,3.06696092593484e-05,289.234832763672,15
"2370",167530,"UCM 83268, Steele Butte","Basilemys","genus","Nanhsiungchelyidae","Basilemys","Masuk","Lower",11543,0.400000005960464,1479.98120117188,9105.025390625,7.49999904632568,0.194955796003342,15.6223726272583,11.4871311187744,58534,3.06696092593484e-05,289.234832763672,15
"2371",167421,"UCM 84141, Steele Butte","Hadrosauridae","family","Hadrosauridae","","Masuk","Middle",11543,0.400000005960464,1479.98120117188,9105.025390625,7.49999904632568,0.194955796003342,15.6223726272583,11.4871311187744,58534,3.06696092593484e-05,289.234832763672,15
"2372",167530,"UCM 83268, Steele Butte","Trionychidae","family","Trionychidae","","Masuk","Lower",11543,0.400000005960464,1479.98120117188,9105.025390625,7.49999904632568,0.194955796003342,15.6223726272583,11.4871311187744,58534,3.06696092593484e-05,289.234832763672,15
"2373",167530,"UCM 83268, Steele Butte","Hadrosauridae","family","Hadrosauridae","","Masuk","Lower",11543,0.400000005960464,1479.98120117188,9105.025390625,7.49999904632568,0.194955796003342,15.6223726272583,11.4871311187744,58534,3.06696092593484e-05,289.234832763672,15
"2374",167530,"UCM 83268, Steele Butte","Saurischia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Masuk","Lower",11543,0.400000005960464,1479.98120117188,9105.025390625,7.49999904632568,0.194955796003342,15.6223726272583,11.4871311187744,58534,3.06696092593484e-05,289.234832763672,15
"2375",167517,"UCM 84147","Saurischia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Masuk","Lower",11543,0.400000005960464,1479.98120117188,9105.025390625,7.49999904632568,0.194955796003342,15.6223726272583,11.4871311187744,58534,3.06696092593484e-05,289.234832763672,15
"2376",167492,"UCM 84151","Saurischia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Masuk","Lower",11543,0.400000005960464,1479.98120117188,9105.025390625,7.49999904632568,0.194955796003342,15.6223726272583,11.4871311187744,58534,3.06696092593484e-05,289.234832763672,15
"2377",167492,"UCM 84151","Hadrosauridae","family","Hadrosauridae","","Masuk","Lower",11543,0.400000005960464,1479.98120117188,9105.025390625,7.49999904632568,0.194955796003342,15.6223726272583,11.4871311187744,58534,3.06696092593484e-05,289.234832763672,15
"2378",167493,"UCM 84153, Steele Butte","Hadrosauridae","family","Hadrosauridae","","Masuk","Middle",11543,0.400000005960464,1479.98120117188,9105.025390625,7.49999904632568,0.194955796003342,15.6223726272583,11.4871311187744,58534,3.06696092593484e-05,289.234832763672,15
"2379",167529,"UCM 84137","Hadrosauridae","family","Hadrosauridae","","Masuk","Middle",11543,0.400000005960464,1479.98120117188,9105.025390625,7.49999904632568,0.194955796003342,15.6223726272583,11.4871311187744,59254,3.04653967759805e-05,289.642120361328,15
"2380",167529,"UCM 84137","Ornithischia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Masuk","Middle",11543,0.400000005960464,1479.98120117188,9105.025390625,7.49999904632568,0.194955796003342,15.6223726272583,11.4871311187744,59254,3.04653967759805e-05,289.642120361328,15
"2381",167501,"UCM 84139","Hadrosauridae","family","Hadrosauridae","","Masuk","Middle",11543,0.400000005960464,1479.98120117188,9105.025390625,7.49999904632568,0.194955796003342,15.6223726272583,11.4871311187744,58534,3.06696092593484e-05,289.234832763672,15
"2382",167424,"UCM 84160","Ornithischia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Masuk","Lower",11543,0.400000005960464,1479.98120117188,9105.025390625,7.49999904632568,0.194955796003342,15.6223726272583,11.4871311187744,59254,3.04653967759805e-05,289.642120361328,15
"2383",167421,"UCM 84141, Steele Butte","Dromaeosauridae","family","Dromaeosauridae","","Masuk","Middle",11543,0.400000005960464,1479.98120117188,9105.025390625,7.49999904632568,0.194955796003342,15.6223726272583,11.4871311187744,58534,3.06696092593484e-05,289.234832763672,15
"2384",167530,"UCM 83268, Steele Butte","Testudines","order","","","Masuk","Lower",11543,0.400000005960464,1479.98120117188,9105.025390625,7.49999904632568,0.194955796003342,15.6223726272583,11.4871311187744,58534,3.06696092593484e-05,289.234832763672,15
"2385",167522,"UCM 83265, Steele Butte","Saurischia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Masuk","Middle",11543,0.400000005960464,1479.98120117188,9105.025390625,7.49999904632568,0.194955796003342,15.6223726272583,11.4871311187744,58534,3.06696092593484e-05,289.234832763672,15
"2386",167522,"UCM 83265, Steele Butte","Reptilia","class","","","Masuk","Middle",11543,0.400000005960464,1479.98120117188,9105.025390625,7.49999904632568,0.194955796003342,15.6223726272583,11.4871311187744,58534,3.06696092593484e-05,289.234832763672,15
