"","collection_no","formation","occurrence_no","record_type","reid_no","flags","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","occurrence_comments","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","cc2","protected","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","ecospace_comments","composition","architecture","thickness","reinforcement","formation3","stratgroup4","member5","lithdescript6","lithology17","lithadj18","lithification19","minor_lithology110","fossilsfrom111","lithology212","lithadj213","lithification214","minor_lithology215","fossilsfrom216","time_bins","time_contain","time_major","time_buffer","time_overlap","primary_reference","old_max_ma","old_min_ma","id","n_bins","bin_assignment","bin_midpoint","overlap_percentage","Target","plng","plat","cells","layer","data.lng","data.lat","Coll_count"
"1156",70055,"Oldman",1390597,"occ",NA,"","Monoclonius sp.","genus",38857,"","Monoclonius",NA,"genus",38857,"Campanian","",79.52,77.03,"Lull",1933,12314,"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Monoclonius",NA,NA,1,"individuals",-111.620003,50.599998,"AMNH 5377, skull","east fork, Sand Creek (200 ft level) [AMNH]",NA,"CPR house, Little Sandhill Creek","CA","Alberta","","based on nearby landmark","2","small collection","200 ft above river, E fork, Sand Creek, Red Deer River, 12 mi below Steveville, near C.P.R. house","gp_mid",-65.8,60.58,"101","CA","","Belly River","","bed","","","","","",NA,"","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","",NA,"","body","good","","snapshot","","dispersed","","","","frequent","","","","taxonomic","selective quarrying,mechanical,field collection","AMNH","","","","B. Brown & Johnson","1915","","","terrestrial",NA,"actively mobile","","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","",NA,"Oldman","Belly River","","","not reported","","","","","","","","","","Campanian","Campanian","Campanian","Campanian","Campanian","R. S. Lull. 1933. A revision of the Ceratopsia or horned dinosaurs. Memoirs of the Peabody Museum of Natural History 3(3):1-175",83.6,72.1,7339,2,"SC.4",80.75,65.06,"Ceratopsidae",-73.8353,57.5684,7391,1,-111.620003,50.599998,"Non-singleton"
"1157",70055,"Oldman",647962,"occ",NA,"","Lambeosaurus lambei","species",56724,"","Lambeosaurus lambei",NA,"species",56724,"Campanian","",79.52,77.03,"Lull and Wright",1942,12319,"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Lambeosaurus",NA,NA,1,"individuals",-111.620003,50.599998,"AMNH 5373; field no. 2","east fork, Sand Creek (200 ft level) [AMNH]",NA,"CPR house, Little Sandhill Creek","CA","Alberta","","based on nearby landmark","2","small collection","200 ft above river, E fork, Sand Creek, Red Deer River, 12 mi below Steveville, near C.P.R. house","gp_mid",-65.8,60.58,"101","CA","","Belly River","","bed","","","","","",NA,"","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","",NA,"","body","good","","snapshot","","dispersed","","","","frequent","","","","taxonomic","selective quarrying,mechanical,field collection","AMNH","","","","B. Brown & Johnson","1915","","","terrestrial",NA,"actively mobile","","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","",NA,"Oldman","Belly River","","","not reported","","","","","","","","","","Campanian","Campanian","Campanian","Campanian","Campanian","R. S. Lull and N. E. Wright. 1942. Hadrosaurian dinosaurs of North America. Geological Society of America Special Paper 40:1-242",83.6,72.1,7524,2,"SC.4",80.75,65.06,"Hadrosauridae",-73.8353,57.5684,7391,1,-111.620003,50.599998,"Non-singleton"
"1158",71435,"Castlegate",797963,"occ",31555,"IF","Dinosauropodes wilsoni","species",326087,"","Dinosauropodes wilsoni",NA,"species",326087,"Campanian","",79,77,"Strevell",1932,55933,"Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Dinosauropodes",NA,NA,1,"specimens",-110.928955,39.698708,"ID by W. D. Matthew","Standard Coal Company mine tracksite",NA,"Standardville, No. 3 mine","US","Utah","Carbon","based on nearby landmark","6","small collection","Standard Coal Company mine, Standardville, in Spring Cañon - including (or the same as) the No. 3 mine","gp_mid",-72.24,50.29,"101","US","FED","Mesaverde","","bed","","","","","",NA,"","""upper vein"" in mine; lower part of Group. ""Castlegate A and B coals""","","sandstone","gray","","","Y","coal","","","","","terrestrial indet.","","","macrofossils","","","","","",NA,"","cast,trace","medium","autochthonous","snapshot","","dispersed","life position","","","","","","","general faunal/floral","surface (in situ),field collection","","","","","W. Peterson, C. Strevell, W. Wilson","1924, 1927","","","terrestrial",NA,"actively mobile","","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","",NA,"Castlegate","Mesaverde","","","sandstone","gray","","","Y","coal","","","","","Campanian","Campanian","Campanian","Campanian","Campanian","C. N. Strevell. 1932. Dinosauropodes.. Salt Lake City: Deseret News Press.",83.6,72.1,39,2,"SC.4",80.75,55,NA,-80.3489,47.2196,11045,1,-110.928955,39.698708,"Non-singleton"
"1159",71435,"Castlegate",663396,"occ",NA,"","Dinosauria indet.","unranked clade",52775,"","Dinosauria",NA,"unranked clade",52775,"Campanian","",79,77,"Strevell",1930,24152,"Chordata","Reptilia","","","",NA,NA,6,"specimens",-110.928955,39.698708,"at least two types; possibly ankylosaur & ornithopod","Standard Coal Company mine tracksite",NA,"Standardville, No. 3 mine","US","Utah","Carbon","based on nearby landmark","6","small collection","Standard Coal Company mine, Standardville, in Spring Cañon - including (or the same as) the No. 3 mine","gp_mid",-72.24,50.29,"101","US","FED","Mesaverde","","bed","","","","","",NA,"","""upper vein"" in mine; lower part of Group. ""Castlegate A and B coals""","","sandstone","gray","","","Y","coal","","","","","terrestrial indet.","","","macrofossils","","","","","",NA,"","cast,trace","medium","autochthonous","snapshot","","dispersed","life position","","","","","","","general faunal/floral","surface (in situ),field collection","","","","","W. Peterson, C. Strevell, W. Wilson","1924, 1927","","","terrestrial",NA,"actively mobile","","","","","","","phosphatic","","",NA,"Castlegate","Mesaverde","","","sandstone","gray","","","Y","coal","","","","","Campanian","Campanian","Campanian","Campanian","Campanian","C. N. Strevell. 1930. Dinosaur footprints from Carbon and Grand County, Utah: Strevell Collection, Salt Lake City.",83.6,72.1,45,2,"SC.4",80.75,55,NA,-80.3489,47.2196,11045,1,-110.928955,39.698708,"Non-singleton"
"1160",71436,"Castlegate",663397,"occ",NA,"","Dinosauria indet.","unranked clade",52775,"","Dinosauria",NA,"unranked clade",52775,"Campanian","",79,77,"Strevell",1930,24152,"Chordata","Reptilia","","","",NA,NA,1,"specimens",-110.866669,39.727779,"tridactyl","Castle Gate No. 1 mine tracksite",NA,"Castlegate","US","Utah","Carbon","based on nearby landmark","seconds","small collection","Castle Gate mine of the Utah Fuel Company, UT","gp_mid",-72.15,50.3,"101","US","FED","Mesaverde","","bed","","","","","",NA,"","","","sandstone","gray","","","Y","coal","","","","","terrestrial indet.","","","macrofossils","","","","","",NA,"","cast,trace","medium","autochthonous","snapshot","","dispersed","","","","","","","","general faunal/floral","surface (in situ),field collection,observed (not collected)","","","","","Ballard, Watts","","","","terrestrial",NA,"actively mobile","","","","","","","phosphatic","","",NA,"Castlegate","Mesaverde","","","sandstone","gray","","","Y","coal","","","","","Campanian","Campanian","Campanian","Campanian","Campanian","C. N. Strevell. 1930. Dinosaur footprints from Carbon and Grand County, Utah: Strevell Collection, Salt Lake City.",83.6,72.1,43,2,"SC.4",80.75,55,NA,-80.2692,47.2342,11045,1,-110.866669,39.727779,"Non-singleton"
"1161",71436,"Castlegate",797962,"occ",21414,"","n. gen. Tyrannosauropus n. sp. petersoni","species",141634,"nomen dubium","Hadrosauridae",NA,"family",38755,"Campanian","",79,77,"Haubold",1971,29189,"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","",NA,NA,1,"specimens",-110.866669,39.727779,"ID from W. D. Matthew","Castle Gate No. 1 mine tracksite",NA,"Castlegate","US","Utah","Carbon","based on nearby landmark","seconds","small collection","Castle Gate mine of the Utah Fuel Company, UT","gp_mid",-72.15,50.3,"101","US","FED","Mesaverde","","bed","","","","","",NA,"","","","sandstone","gray","","","Y","coal","","","","","terrestrial indet.","","","macrofossils","","","","","",NA,"","cast,trace","medium","autochthonous","snapshot","","dispersed","","","","","","","","general faunal/floral","surface (in situ),field collection,observed (not collected)","","","","","Ballard, Watts","","","","terrestrial",NA,"actively mobile","","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","",NA,"Castlegate","Mesaverde","","","sandstone","gray","","","Y","coal","","","","","Campanian","Campanian","Campanian","Campanian","Campanian","H. Haubold. 1971.  In O. Kuhn (ed.), Handbuch der Paläoherpetologie [Encyclopedia of Paleoherpetology]. Part 18. Ichnia Amphibiorum et Reptiliorum Fossilium. Gistav Fischer Verlag, Stuttgart",83.6,72.1,44,2,"SC.4",80.75,55,"Hadrosauridae",-80.2692,47.2342,11045,1,-110.866669,39.727779,"Non-singleton"
"1162",72144,"Oldman",668729,"occ",NA,"","n. gen. Gravitholus n. sp. albertae","species",56566,"","Gravitholus albertae",NA,"species",56566,"Middle Campanian","",79.52,77.03,"Wall and Galton",1979,24421,"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Pachycephalosauridae","Gravitholus",NA,NA,1,"specimens",-111.120003,50.450001,"PMA (RTMP) 72.27.1","Jenner Ferry",NA,"","CA","Alberta","","stated in text","2","small collection","near Jenner Ferry","gp_mid",-65.49,60.56,"101","CA","","Belly River","","bed","","","","","",NA,"","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","",NA,"","body","medium","","snapshot","","dispersed","","","","occasional","","","","taxonomic","survey of museum collection","","","","","Malach","1972","discovered by Mr. Malach, of Ralston, Alberta","","terrestrial",NA,"actively mobile","","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","",NA,"Oldman","Belly River","","","not reported","","","","","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","W. P. Wall and P. M. Galton. 1979. Notes on pachycephalosaurid dinosaurs (Reptilia: Ornithischia) from North America, with comments on their status as ornithopods. Canadian Journal of Earth Sciences 16:1176-1186",83.5,70.6,7447,2,"SC.4",80.75,65.06,NA,-73.3866,57.313,7558,1,-111.120003,50.450001,"Non-singleton"
"1163",75839,"Wahweap",706637,"occ",NA,"","Anchistodelphys archibaldi","species",44039,"","Anchistodelphys archibaldi",NA,"species",44039,"Early Campanian","",81,76.5,"Cifelli",1990,1206,"Chordata","Mammalia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Anchistodelphys",NA,NA,5,"specimens",-111.349998,37.599998,"MNA V4520, V4592, V4598, V4623, OMNH 20706","Wahweap Formation, OMNH V8",NA,"DR1, MNA 455-1","US","Utah","Garfield","based on political unit","1","small collection","Kaiparowits Plateau, 6.8 km NE of Henrieville, Garfield Co.","gp_mid",-74.05,48.67,"101","US","FED","","","bed","","Kaiparowits","7","bottom to top","",NA,"","said to be early Campanian, middle of fm.","","","","","","","","","","","","terrestrial indet.","","","mesofossils","","","","","",NA,"","body","","","","","","","","","","","","","general faunal/floral","bulk,sieve,field collection","","","","175 kg","","","","most mammals from V11 (near Henrieville, Garfield County) and V8 (Garfield County); V2 is near Death Ridge, Garfield County; UMNH VP Locality 77 is mentioned by Eaton 1999a and is in Bryce Canyon National Park\r\nsee also Eaton et al. 1999\r\nmarsupials of Cifelli 1990b replace the following: Alphadon sp. forms ""A,"" ""B,"" and ""C""; two additional peradectids ""A"" and ""B""; Stagodontidae indet.","terrestrial",NA,"actively mobile","","","omnivore","viviparous","","","phosphatic","","",NA,"Wahweap","","","","","","","","","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","R. L. Cifelli. 1990. Cretaceous mammals from southern Utah. II. Marsupials and marsupial-like mammals from the Wahweap Formation (early Campanian). Journal of Vertebrate Paleontology 10(3):320-331",83.5,70.6,8517,2,"SC.4",80.75,68.89,NA,-81.6358,45.2906,11708,1,-111.349998,37.599998,"Non-singleton"
"1164",75839,"Wahweap",706634,"occ",NA,"","Iugomortiferum thoringtoni","species",47410,"","Iugomortiferum thoringtoni",NA,"species",47410,"Early Campanian","",81,76.5,"Cifelli",1990,1206,"Chordata","Mammalia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Iugomortiferum",NA,NA,1,"specimens",-111.349998,37.599998,"OMNH 20705","Wahweap Formation, OMNH V8",NA,"DR1, MNA 455-1","US","Utah","Garfield","based on political unit","1","small collection","Kaiparowits Plateau, 6.8 km NE of Henrieville, Garfield Co.","gp_mid",-74.05,48.67,"101","US","FED","","","bed","","Kaiparowits","7","bottom to top","",NA,"","said to be early Campanian, middle of fm.","","","","","","","","","","","","terrestrial indet.","","","mesofossils","","","","","",NA,"","body","","","","","","","","","","","","","general faunal/floral","bulk,sieve,field collection","","","","175 kg","","","","most mammals from V11 (near Henrieville, Garfield County) and V8 (Garfield County); V2 is near Death Ridge, Garfield County; UMNH VP Locality 77 is mentioned by Eaton 1999a and is in Bryce Canyon National Park\r\nsee also Eaton et al. 1999\r\nmarsupials of Cifelli 1990b replace the following: Alphadon sp. forms ""A,"" ""B,"" and ""C""; two additional peradectids ""A"" and ""B""; Stagodontidae indet.","terrestrial",NA,"actively mobile","","","omnivore","viviparous","","","phosphatic","","",NA,"Wahweap","","","","","","","","","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","R. L. Cifelli. 1990. Cretaceous mammals from southern Utah. II. Marsupials and marsupial-like mammals from the Wahweap Formation (early Campanian). Journal of Vertebrate Paleontology 10(3):320-331",83.5,70.6,8564,2,"SC.4",80.75,68.89,NA,-81.6358,45.2906,11708,1,-111.349998,37.599998,"Non-singleton"
"1165",75839,"Wahweap",706631,"occ",NA,"","Protalphadon n. sp. crebreforme","species",50930,"recombined as","Varalphadon crebreforme",NA,"species",50930,"Early Campanian","",81,76.5,"Cifelli",1990,1206,"Chordata","Mammalia","NO_ORDER_SPECIFIED","Alphadontidae","Varalphadon",NA,NA,1,"specimens",-111.349998,37.599998,"OMNH 20667","Wahweap Formation, OMNH V8",NA,"DR1, MNA 455-1","US","Utah","Garfield","based on political unit","1","small collection","Kaiparowits Plateau, 6.8 km NE of Henrieville, Garfield Co.","gp_mid",-74.05,48.67,"101","US","FED","","","bed","","Kaiparowits","7","bottom to top","",NA,"","said to be early Campanian, middle of fm.","","","","","","","","","","","","terrestrial indet.","","","mesofossils","","","","","",NA,"","body","","","","","","","","","","","","","general faunal/floral","bulk,sieve,field collection","","","","175 kg","","","","most mammals from V11 (near Henrieville, Garfield County) and V8 (Garfield County); V2 is near Death Ridge, Garfield County; UMNH VP Locality 77 is mentioned by Eaton 1999a and is in Bryce Canyon National Park\r\nsee also Eaton et al. 1999\r\nmarsupials of Cifelli 1990b replace the following: Alphadon sp. forms ""A,"" ""B,"" and ""C""; two additional peradectids ""A"" and ""B""; Stagodontidae indet.","terrestrial",NA,"actively mobile","","","omnivore","viviparous","","","phosphatic","","",NA,"Wahweap","","","","","","","","","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","R. L. Cifelli. 1990. Cretaceous mammals from southern Utah. II. Marsupials and marsupial-like mammals from the Wahweap Formation (early Campanian). Journal of Vertebrate Paleontology 10(3):320-331",83.5,70.6,8542,2,"SC.4",80.75,68.89,NA,-81.6358,45.2906,11708,1,-111.349998,37.599998,"Non-singleton"
"1166",75839,"Wahweap",706651,"occ",NA,"","Symmetrodonta ? indet.","infraclass",39862,"","Symmetrodonta",NA,"infraclass",39862,"Early Campanian","",81,76.5,"Cifelli and Gordon",1999,1220,"Chordata","Mammalia","Symmetrodonta","","",NA,NA,1,"specimens",-111.349998,37.599998,"MNA V4622","Wahweap Formation, OMNH V8",NA,"DR1, MNA 455-1","US","Utah","Garfield","based on political unit","1","small collection","Kaiparowits Plateau, 6.8 km NE of Henrieville, Garfield Co.","gp_mid",-74.05,48.67,"101","US","FED","","","bed","","Kaiparowits","7","bottom to top","",NA,"","said to be early Campanian, middle of fm.","","","","","","","","","","","","terrestrial indet.","","","mesofossils","","","","","",NA,"","body","","","","","","","","","","","","","general faunal/floral","bulk,sieve,field collection","","","","175 kg","","","","most mammals from V11 (near Henrieville, Garfield County) and V8 (Garfield County); V2 is near Death Ridge, Garfield County; UMNH VP Locality 77 is mentioned by Eaton 1999a and is in Bryce Canyon National Park\r\nsee also Eaton et al. 1999\r\nmarsupials of Cifelli 1990b replace the following: Alphadon sp. forms ""A,"" ""B,"" and ""C""; two additional peradectids ""A"" and ""B""; Stagodontidae indet.","terrestrial",NA,"actively mobile","","","insectivore","","","","phosphatic","","",NA,"Wahweap","","","","","","","","","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","R. L. Cifelli and C. L. Gordon. 1999. Symmetrodonts from the Late Cretaceous of southern Utah and distribution of archaic mammals in the Cretaceous of North America. Brigham Young University Geology Studies 44:1-15",83.5,70.6,8506,2,"SC.4",80.75,68.89,NA,-81.6358,45.2906,11708,1,-111.349998,37.599998,"Non-singleton"
"1167",75839,"Wahweap",706650,"occ",NA,"","Symmetrodontoides n. sp. foxi","species",51938,"","Symmetrodontoides foxi",NA,"species",51938,"Early Campanian","",81,76.5,"Cifelli and Gordon",1999,1220,"Chordata","Mammalia","NO_ORDER_SPECIFIED","Spalacotheriidae","Symmetrodontoides",NA,NA,2,"specimens",-111.349998,37.599998,"MNA V4589, V4522","Wahweap Formation, OMNH V8",NA,"DR1, MNA 455-1","US","Utah","Garfield","based on political unit","1","small collection","Kaiparowits Plateau, 6.8 km NE of Henrieville, Garfield Co.","gp_mid",-74.05,48.67,"101","US","FED","","","bed","","Kaiparowits","7","bottom to top","",NA,"","said to be early Campanian, middle of fm.","","","","","","","","","","","","terrestrial indet.","","","mesofossils","","","","","",NA,"","body","","","","","","","","","","","","","general faunal/floral","bulk,sieve,field collection","","","","175 kg","","","","most mammals from V11 (near Henrieville, Garfield County) and V8 (Garfield County); V2 is near Death Ridge, Garfield County; UMNH VP Locality 77 is mentioned by Eaton 1999a and is in Bryce Canyon National Park\r\nsee also Eaton et al. 1999\r\nmarsupials of Cifelli 1990b replace the following: Alphadon sp. forms ""A,"" ""B,"" and ""C""; two additional peradectids ""A"" and ""B""; Stagodontidae indet.","terrestrial",NA,"actively mobile","","","insectivore","","","","phosphatic","","",NA,"Wahweap","","","","","","","","","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","R. L. Cifelli and C. L. Gordon. 1999. Symmetrodonts from the Late Cretaceous of southern Utah and distribution of archaic mammals in the Cretaceous of North America. Brigham Young University Geology Studies 44:1-15",83.5,70.6,8518,2,"SC.4",80.75,68.89,NA,-81.6358,45.2906,11708,1,-111.349998,37.599998,"Non-singleton"
"1168",75839,"Wahweap",706655,"occ",NA,"","n. gen. Zygiocuspis n. sp. goldingi","species",52754,"","Zygiocuspis goldingi",NA,"species",52754,"Early Campanian","",81,76.5,"Cifelli",1990,1209,"Chordata","Mammalia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Zygiocuspis",NA,NA,1,"specimens",-111.349998,37.599998,"MNA V4591","Wahweap Formation, OMNH V8",NA,"DR1, MNA 455-1","US","Utah","Garfield","based on political unit","1","small collection","Kaiparowits Plateau, 6.8 km NE of Henrieville, Garfield Co.","gp_mid",-74.05,48.67,"101","US","FED","","","bed","","Kaiparowits","7","bottom to top","",NA,"","said to be early Campanian, middle of fm.","","","","","","","","","","","","terrestrial indet.","","","mesofossils","","","","","",NA,"","body","","","","","","","","","","","","","general faunal/floral","bulk,sieve,field collection","","","","175 kg","","","","most mammals from V11 (near Henrieville, Garfield County) and V8 (Garfield County); V2 is near Death Ridge, Garfield County; UMNH VP Locality 77 is mentioned by Eaton 1999a and is in Bryce Canyon National Park\r\nsee also Eaton et al. 1999\r\nmarsupials of Cifelli 1990b replace the following: Alphadon sp. forms ""A,"" ""B,"" and ""C""; two additional peradectids ""A"" and ""B""; Stagodontidae indet.","terrestrial",NA,"actively mobile","","","insectivore","","","","phosphatic","","",NA,"Wahweap","","","","","","","","","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","R. L. Cifelli. 1990. A primitive higher mammal from the Late Cretaceous of southern Utah. Journal of Mammalogy 71(3):343-350",83.5,70.6,8638,2,"SC.4",80.75,68.89,NA,-81.6358,45.2906,11708,1,-111.349998,37.599998,"Non-singleton"
"1169",75840,"Wahweap",706636,"occ",NA,"","n. gen. Anchistodelphys n. sp. archibaldi","species",44039,"","Anchistodelphys archibaldi",NA,"species",44039,"Early Campanian","",81,76.5,"Cifelli",1990,1206,"Chordata","Mammalia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Anchistodelphys",NA,NA,6,"specimens",-111.349998,37.599998,"OMNH 20133, MNA V4532, V4545, V4557-58, V4563","Wahweap Formation, OMNH V11",NA,"LS2, MNA 456-2","US","Utah","Garfield and Kane","based on political unit","1","small collection","Kaiparowits Plateau","gp_mid",-74.05,48.67,"101","US","FED","","","bed","","Kaiparowits","7","bottom to top","",NA,"","said to be early Campanian","","","","","","","","","","","","terrestrial indet.","","","mesofossils","","","","","",NA,"","body","","","","","","","","","","","","","general faunal/floral","bulk,sieve,field collection","","","","130 kg","","","","most mammals from V11 (near Henrieville, Garfield County) and V8 (Garfield County); V2 is near Death Ridge, Garfield County; UMNH VP Locality 77 is mentioned by Eaton 1999a and is in Bryce Canyon National Park\r\nsee also Eaton et al. 1999\r\nmarsupials of Cifelli 1990b replace the following: Alphadon sp. forms ""A,"" ""B,"" and ""C""; two additional peradectids ""A"" and ""B""; Stagodontidae indet.","terrestrial",NA,"actively mobile","","","omnivore","viviparous","","","phosphatic","","",NA,"Wahweap","","","","","","","","","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","R. L. Cifelli. 1990. Cretaceous mammals from southern Utah. II. Marsupials and marsupial-like mammals from the Wahweap Formation (early Campanian). Journal of Vertebrate Paleontology 10(3):320-331",83.5,70.6,8523,2,"SC.4",80.75,68.89,NA,-81.6358,45.2906,11708,1,-111.349998,37.599998,"Non-singleton"
"1170",75840,"Wahweap",706633,"occ",NA,"","Marsupialia indet.","infraclass",247806,"","Marsupialia",NA,"infraclass",247806,"Early Campanian","",81,76.5,"Cifelli",1990,1206,"Chordata","Mammalia","","","",NA,NA,1,"specimens",-111.349998,37.599998,"MNA V4528","Wahweap Formation, OMNH V11",NA,"LS2, MNA 456-2","US","Utah","Garfield and Kane","based on political unit","1","small collection","Kaiparowits Plateau","gp_mid",-74.05,48.67,"101","US","FED","","","bed","","Kaiparowits","7","bottom to top","",NA,"","said to be early Campanian","","","","","","","","","","","","terrestrial indet.","","","mesofossils","","","","","",NA,"","body","","","","","","","","","","","","","general faunal/floral","bulk,sieve,field collection","","","","130 kg","","","","most mammals from V11 (near Henrieville, Garfield County) and V8 (Garfield County); V2 is near Death Ridge, Garfield County; UMNH VP Locality 77 is mentioned by Eaton 1999a and is in Bryce Canyon National Park\r\nsee also Eaton et al. 1999\r\nmarsupials of Cifelli 1990b replace the following: Alphadon sp. forms ""A,"" ""B,"" and ""C""; two additional peradectids ""A"" and ""B""; Stagodontidae indet.","terrestrial",NA,"actively mobile","","","insectivore","","","","phosphatic","","",NA,"Wahweap","","","","","","","","","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","R. L. Cifelli. 1990. Cretaceous mammals from southern Utah. II. Marsupials and marsupial-like mammals from the Wahweap Formation (early Campanian). Journal of Vertebrate Paleontology 10(3):320-331",83.5,70.6,8496,2,"SC.4",80.75,68.89,NA,-81.6358,45.2906,11708,1,-111.349998,37.599998,"Non-singleton"
"1171",75840,"Wahweap",1069398,"occ",NA,"","Albanerpetontidae indet.","family",63053,"","Albanerpetontidae",NA,"family",63053,"Early Campanian","",81,76.5,"Gardner",2000,42675,"Chordata","Osteichthyes","Temnospondyli","Albanerpetontidae","",NA,NA,1,"specimens",-111.349998,37.599998,"OMNH 24007","Wahweap Formation, OMNH V11",NA,"LS2, MNA 456-2","US","Utah","Garfield and Kane","based on political unit","1","small collection","Kaiparowits Plateau","gp_mid",-74.05,48.67,"101","US","FED","","","bed","","Kaiparowits","7","bottom to top","",NA,"","said to be early Campanian","","","","","","","","","","","","terrestrial indet.","","","mesofossils","","","","","",NA,"","body","","","","","","","","","","","","","general faunal/floral","bulk,sieve,field collection","","","","130 kg","","","","most mammals from V11 (near Henrieville, Garfield County) and V8 (Garfield County); V2 is near Death Ridge, Garfield County; UMNH VP Locality 77 is mentioned by Eaton 1999a and is in Bryce Canyon National Park\r\nsee also Eaton et al. 1999\r\nmarsupials of Cifelli 1990b replace the following: Alphadon sp. forms ""A,"" ""B,"" and ""C""; two additional peradectids ""A"" and ""B""; Stagodontidae indet.","brackish,freshwater,terrestrial",NA,"actively mobile","amphibious","","carnivore","","","","phosphatic","","",NA,"Wahweap","","","","","","","","","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","J. D. Gardner. 2000. Albanerpetontid amphibians from the Upper Cretaceous (Campanian and Maastrichtian) of North America. Geodiversitas 22(3):349-388",83.5,70.6,8567,2,"SC.4",80.75,68.89,NA,-81.6358,45.2906,11708,1,-111.349998,37.599998,"Non-singleton"
